elevator_id,elevator_model,installation_date,customer_id,location_id,building_type,capacity_kg,status
ELV00140,HE-3000 Hospital-Grade,2026-02-28,100000017,GER,Residential,450,Active
ELV00141,HE-2000 Gearless,2014-04-06,100000019,YVR,Mixed-Use,630,Active
ELV00142,HE-5000 Panoramic,2016-08-17,100000004,ENG,Residential,800,Active
ELV00143,HE-3000 Hospital-Grade,2014-05-28,100000031,AUS,Residential,630,Active
ELV00144,HE-3000 Hospital-Grade,2025-06-27,100000011,DXB,Shopping Mall,1275,Active
ELV00145,HE-2800 Freight,2023-01-29,100000002,PHL,Residential,800,Active
ELV00146,HE-2800 Freight,2013-03-31,100000019,AUS,Hotel,630,Active
ELV00147,HE-3000 Hospital-Grade,2012-03-31,100000034,MEC,Hotel,800,Active
ELV00148,HE-2000 Gearless,2018-10-07,100000003,AUS,Shopping Mall,630,Active
ELV00149,HE-2000 Gearless,2025-03-06,100000031,LHR,Residential,800,Active
ELV00150,HE-1800 Standard,2023-06-22,100000001,SYD,Residential,630,Active
ELV00151,HE-3000 Hospital-Grade,2018-02-06,100000002,SYD,Residential,800,Active
ELV00152,HE-1200 Compact,2025-09-06,100000023,AUS,Commercial Office,800,Active
ELV00153,HE-1200 Compact,2022-10-29,100000002,FRA,Residential,630,Active
ELV00154,HE-1200 Compact,2013-01-26,100000002,MEC,Residential,630,Active
ELV00155,HE-3500 High-Speed,2017-12-23,100000004,ENG,Shopping Mall,800,Active
ELV00156,HE-3000 Hospital-Grade,2012-06-23,100000031,ENG,Residential,450,Under Maintenance
ELV00157,HE-2000 Gearless,2014-04-15,100000009,IND,Hotel,1600,Active
ELV00158,HE-1200 Compact,2015-04-22,100000017,PVG,Industrial,3000,Active
ELV00159,HE-2200 MRL,2018-09-12,100000019,SFO,Hospital,2500,Active
ELV00160,HE-2200 MRL,2016-04-16,100000023,MEX,Commercial Office,800,Active
ELV00161,HE-1200 Compact,2016-09-07,100000001,PVG,Industrial,2000,Active
ELV00162,HE-3500 High-Speed,2024-05-01,100000004,ENG,Commercial Office,630,Under Maintenance
ELV00163,HE-2000 Gearless,2018-12-14,100000003,CHN,Commercial Office,1000,Decommissioned
ELV00164,HE-1200 Compact,2020-03-24,100000009,GER,Commercial Office,1000,Active
ELV00165,HE-3000 Hospital-Grade,2021-03-04,100000016,FRA,Commercial Office,800,Active
ELV00166,HE-1800 Standard,2019-11-24,100000002,CAN,Residential,800,Active
ELV00167,HE-2200 MRL,2017-03-23,100000019,DXB,Commercial Office,630,Active
ELV00168,HE-2000 Gearless,2020-07-11,100000001,YVR,Shopping Mall,1000,Active
ELV00169,HE-3500 High-Speed,2019-05-18,100000016,YVR,Industrial,2000,Active
ELV00170,HE-2000 Gearless,2025-04-05,100000038,FRA,Hotel,630,Active
ELV00171,HE-2800 Freight,2015-12-29,100000011,PVG,Residential,800,Active
ELV00172,HE-3000 Hospital-Grade,2019-07-30,100000008,LHR,Hospital,2500,Active
ELV00173,HE-2000 Gearless,2024-11-17,100000009,UAE,Commercial Office,630,Active
ELV00174,HE-5000 Panoramic,2018-05-17,100000031,PHL,Commercial Office,630,Under Maintenance
ELV00175,HE-5000 Panoramic,2017-07-25,100000009,BLR,Shopping Mall,800,Active
ELV00176,HE-2800 Freight,2013-06-08,100000002,FRA,Mixed-Use,1000,Active
ELV00177,HE-2200 MRL,2019-03-06,100000037,YVR,Residential,630,Active
ELV00178,HE-3000 Hospital-Grade,2017-10-27,100000009,SYD,Mixed-Use,1275,Active
ELV00179,HE-2200 MRL,2025-11-29,100000008,CAN,Commercial Office,1275,Active
ELV00180,HE-1800 Standard,2013-09-10,100000014,ENG,Mixed-Use,800,Active
ELV00181,HE-3500 High-Speed,2012-08-13,100000008,IND,Hotel,1000,Under Maintenance
ELV00182,HE-3000 Hospital-Grade,2022-02-03,100000002,AUS,Commercial Office,1600,Active
ELV00183,HE-1200 Compact,2021-01-30,100000002,MEC,Hospital,1600,Active
ELV00184,HE-1200 Compact,2015-12-05,100000009,PHL,Residential,800,Active
ELV00185,HE-1800 Standard,2015-06-02,100000037,FRA,Shopping Mall,1000,Decommissioned
ELV00186,HE-1200 Compact,2023-11-11,100000000,ENG,Residential,630,Active
ELV00187,HE-4200 Express,2022-10-12,100000009,UAE,Mixed-Use,1600,Active
ELV00188,HE-3000 Hospital-Grade,2026-01-06,100000009,IND,Mixed-Use,1600,Active
ELV00189,HE-1200 Compact,2018-12-01,100000009,MEC,Transit Hub,1600,Active
ELV00190,HE-1200 Compact,2022-10-19,100000038,CAN,Commercial Office,1275,Active
ELV00191,HE-2800 Freight,2026-03-25,100000002,PHL,Residential,630,Active
ELV00192,HE-4200 Express,2014-12-05,100000016,DXB,Hotel,1000,Active
ELV00193,HE-1800 Standard,2018-02-20,100000037,ENG,Hotel,800,Active
ELV00194,HE-2200 MRL,2023-11-09,100000000,PHL,Hospital,2000,Active
ELV00195,HE-2800 Freight,2025-11-21,100000034,SYD,Residential,450,Active
ELV00196,HE-2800 Freight,2016-12-09,100000003,CAN,Mixed-Use,630,Active
ELV00197,HE-3000 Hospital-Grade,2019-06-03,100000031,CAN,Shopping Mall,630,Active
ELV00198,HE-5000 Panoramic,2021-10-27,100000014,YVR,Mixed-Use,800,Active
ELV00199,HE-5000 Panoramic,2025-09-25,100000031,GER,Shopping Mall,1275,Active
ELV00200,HE-1200 Compact,2012-11-29,100000032,DXB,Residential,630,Active
ELV00201,HE-1200 Compact,2015-06-22,100000000,GER,Commercial Office,1000,Active
ELV00202,HE-4200 Express,2022-11-10,100000023,AUS,Commercial Office,1600,Active
ELV00203,HE-2000 Gearless,2017-06-10,100000034,YVR,Industrial,5000,Active
ELV00204,HE-2000 Gearless,2013-02-27,100000032,GER,Commercial Office,630,Active
ELV00205,HE-1800 Standard,2016-10-17,100000015,DXB,Mixed-Use,1000,Active
ELV00206,HE-1800 Standard,2018-03-28,100000015,IND,Commercial Office,1600,Active
ELV00207,HE-4200 Express,2014-12-14,100000015,MEC,Mixed-Use,1000,Active
ELV00208,HE-1800 Standard,2019-02-05,100000009,MEX,Residential,450,Active
ELV00209,HE-3500 High-Speed,2022-03-28,100000014,CAN,Commercial Office,1000,Active
ELV00210,HE-3000 Hospital-Grade,2020-09-07,100000004,YVR,Residential,630,Active
ELV00211,HE-1800 Standard,2025-10-29,100000017,USA,Residential,630,Active
ELV00212,HE-5000 Panoramic,2019-12-22,100000034,BLR,Transit Hub,630,Active
ELV00213,HE-1800 Standard,2024-11-16,100000035,FRA,Residential,450,Active
ELV00214,HE-3000 Hospital-Grade,2025-08-21,100000000,UAE,Residential,800,Active
ELV00215,HE-1200 Compact,2013-06-13,100000032,FRA,Mixed-Use,1600,Active
ELV00216,HE-5000 Panoramic,2019-07-02,100000034,LHR,Hospital,1600,Active
ELV00217,HE-2800 Freight,2012-06-01,100000009,DXB,Residential,450,Active
ELV00218,HE-1800 Standard,2018-03-05,100000015,GER,Transit Hub,800,Active
ELV00219,HE-1200 Compact,2020-05-12,100000014,MEC,Residential,630,Active
ELV00220,HE-1200 Compact,2018-03-23,100000019,BLR,Residential,630,Active
ELV00221,HE-1800 Standard,2014-02-24,100000004,ENG,Commercial Office,1000,Active
ELV00222,HE-4200 Express,2012-07-02,100000008,USA,Residential,450,Active
ELV00223,HE-2200 MRL,2018-07-25,100000015,BLR,Hospital,1600,Active
ELV00224,HE-2200 MRL,2015-12-12,100000035,CHN,Transit Hub,1600,Active
ELV00225,HE-2000 Gearless,2024-09-18,100000032,SFO,Transit Hub,1600,Active
ELV00226,HE-1800 Standard,2022-04-19,100000032,FRA,Commercial Office,1000,Active
ELV00227,HE-1800 Standard,2020-06-10,100000014,BLR,Residential,800,Active
ELV00228,HE-3500 High-Speed,2016-04-25,100000008,PVG,Commercial Office,1275,Under Maintenance
ELV00229,HE-3500 High-Speed,2019-05-07,100000038,ENG,Residential,450,Active
ELV00230,HE-2800 Freight,2012-03-29,100000002,GER,Residential,450,Active
ELV00231,HE-2800 Freight,2021-11-21,100000001,IND,Shopping Mall,800,Active
ELV00232,HE-5000 Panoramic,2017-06-16,100000023,LHR,Shopping Mall,630,Active
ELV00233,HE-3000 Hospital-Grade,2012-01-27,100000000,ENG,Mixed-Use,1275,Active
ELV00234,HE-1200 Compact,2017-01-30,100000035,UAE,Commercial Office,800,Active
ELV00235,HE-1800 Standard,2015-12-08,100000037,DXB,Shopping Mall,1000,Active
ELV00236,HE-5000 Panoramic,2024-03-28,100000032,CHN,Residential,450,Active
ELV00237,HE-1800 Standard,2013-05-12,100000002,GER,Residential,450,Active
ELV00238,HE-5000 Panoramic,2018-10-08,100000035,PHL,Commercial Office,800,Active
ELV00239,HE-4200 Express,2015-05-26,100000019,SFO,Commercial Office,1000,Decommissioned
ELV00240,HE-3500 High-Speed,2018-02-24,100000023,YVR,Residential,800,Active
ELV00241,HE-3500 High-Speed,2014-01-22,100000000,CHN,Residential,630,Active
ELV00242,HE-2800 Freight,2016-10-13,100000011,MEX,Commercial Office,800,Decommissioned
ELV00243,HE-1200 Compact,2025-06-29,100000011,SFO,Residential,630,Active
ELV00244,HE-2200 MRL,2026-01-30,100000038,UAE,Mixed-Use,1275,Active
ELV00245,HE-4200 Express,2017-09-03,100000008,MEC,Commercial Office,1275,Active
ELV00246,HE-2000 Gearless,2016-08-12,100000008,ENG,Commercial Office,1000,Active
ELV00247,HE-3000 Hospital-Grade,2012-08-08,100000000,LHR,Hospital,1600,Active
ELV00248,HE-2200 MRL,2020-09-14,100000023,GER,Residential,630,Active
ELV00249,HE-3500 High-Speed,2016-04-16,100000023,DXB,Transit Hub,800,Under Maintenance
ELV00250,HE-1200 Compact,2014-06-26,100000031,BLR,Mixed-Use,630,Active
ELV00251,HE-2800 Freight,2012-06-15,100000034,MEC,Commercial Office,800,Active
ELV00252,HE-3500 High-Speed,2012-12-20,100000035,GER,Transit Hub,1275,Active
ELV00253,HE-3000 Hospital-Grade,2012-11-23,100000003,PHL,Hotel,800,Active
ELV00254,HE-3500 High-Speed,2021-05-17,100000031,SYD,Shopping Mall,800,Active
ELV00255,HE-4200 Express,2017-01-25,100000002,FRA,Residential,800,Active
ELV00256,HE-2800 Freight,2019-07-05,100000011,GER,Commercial Office,800,Under Maintenance
ELV00257,HE-1800 Standard,2020-02-11,100000035,LHR,Commercial Office,800,Active
ELV00258,HE-2200 MRL,2017-03-08,100000038,USA,Industrial,5000,Active
ELV00259,HE-1200 Compact,2015-10-13,100000031,AUS,Hotel,800,Active
ELV00260,HE-4200 Express,2017-11-29,100000034,LHR,Commercial Office,1600,Active
ELV00261,HE-2200 MRL,2016-10-13,100000008,IND,Residential,800,Active
ELV00262,HE-4200 Express,2024-08-15,100000008,IND,Commercial Office,1275,Active
ELV00263,HE-3500 High-Speed,2020-12-21,100000034,USA,Residential,450,Active
ELV00264,HE-2200 MRL,2018-09-07,100000019,PVG,Residential,450,Under Maintenance
ELV00265,HE-2800 Freight,2017-09-16,100000015,CAN,Commercial Office,630,Active
ELV00266,HE-4200 Express,2026-02-02,100000037,MEX,Shopping Mall,800,Active
ELV00267,HE-1200 Compact,2025-05-08,100000004,SYD,Residential,450,Active
ELV00268,HE-2000 Gearless,2024-02-25,100000023,LHR,Commercial Office,1600,Active
ELV00269,HE-2000 Gearless,2015-11-28,100000034,SYD,Commercial Office,1000,Active
ELV00270,HE-2200 MRL,2023-12-25,100000023,AUS,Hospital,2000,Active
ELV00271,HE-2800 Freight,2014-12-19,100000023,USA,Commercial Office,800,Active
ELV00272,HE-1800 Standard,2021-01-20,100000038,FRA,Commercial Office,630,Active
ELV00273,HE-3500 High-Speed,2013-09-12,100000037,BLR,Shopping Mall,1600,Active
ELV00274,HE-5000 Panoramic,2024-11-29,100000001,YVR,Residential,450,Active
ELV00275,HE-1200 Compact,2023-10-28,100000023,MEC,Commercial Office,800,Active
ELV00276,HE-3500 High-Speed,2015-10-30,100000023,CAN,Mixed-Use,1600,Active
ELV00277,HE-1800 Standard,2013-01-26,100000003,USA,Shopping Mall,1600,Active
ELV00278,HE-4200 Express,2015-11-12,100000000,MEC,Shopping Mall,800,Under Maintenance
ELV00279,HE-3000 Hospital-Grade,2019-06-07,100000000,USA,Commercial Office,630,Under Maintenance
ELV00280,HE-2800 Freight,2024-01-25,100000014,UAE,Mixed-Use,1275,Active
ELV00281,HE-1200 Compact,2021-12-30,100000032,PVG,Industrial,5000,Active
ELV00282,HE-3500 High-Speed,2021-08-23,100000023,BLR,Industrial,2000,Active
ELV00283,HE-2800 Freight,2012-10-17,100000031,MEC,Residential,800,Active
ELV00284,HE-1200 Compact,2024-01-13,100000009,MEX,Residential,450,Under Maintenance
ELV00285,HE-5000 Panoramic,2022-04-15,100000032,SFO,Hospital,2000,Active
ELV00286,HE-2800 Freight,2022-03-25,100000037,MEX,Hotel,630,Active
ELV00287,HE-1800 Standard,2026-02-05,100000015,ENG,Hotel,1000,Active
ELV00288,HE-5000 Panoramic,2021-12-11,100000032,CAN,Residential,800,Active
ELV00289,HE-2200 MRL,2023-02-15,100000032,MEX,Industrial,5000,Active
ELV00290,HE-1800 Standard,2019-10-15,100000014,LHR,Hospital,2000,Active
ELV00291,HE-2800 Freight,2024-08-10,100000037,GER,Residential,450,Active
ELV00292,HE-3000 Hospital-Grade,2025-01-17,100000015,SYD,Mixed-Use,1275,Active
ELV00293,HE-1200 Compact,2021-02-21,100000023,YVR,Residential,450,Active
ELV00294,HE-2200 MRL,2019-01-24,100000016,IND,Mixed-Use,630,Active
ELV00295,HE-2000 Gearless,2015-12-16,100000002,SYD,Commercial Office,1000,Active
ELV00296,HE-1800 Standard,2015-11-13,100000038,UAE,Commercial Office,800,Active
ELV00297,HE-3000 Hospital-Grade,2015-01-17,100000011,FRA,Shopping Mall,1275,Active
ELV00298,HE-1200 Compact,2024-08-28,100000015,MEX,Transit Hub,1600,Active
ELV00299,HE-1200 Compact,2024-09-17,100000016,YVR,Hospital,2000,Active
ELV00300,HE-3500 High-Speed,2019-08-18,100000016,BLR,Residential,450,Active
ELV00301,HE-1200 Compact,2013-01-15,100000038,YVR,Residential,800,Decommissioned
ELV00302,HE-2000 Gearless,2021-10-15,100000004,CHN,Mixed-Use,800,Active
ELV00303,HE-5000 Panoramic,2015-10-30,100000031,UAE,Hospital,2000,Under Maintenance
ELV00304,HE-3000 Hospital-Grade,2025-01-05,100000037,AUS,Hotel,800,Active
ELV00305,HE-5000 Panoramic,2017-12-24,100000000,LHR,Residential,630,Active
ELV00306,HE-2800 Freight,2015-12-13,100000004,PVG,Residential,630,Active
ELV00307,HE-2200 MRL,2017-08-23,100000017,USA,Shopping Mall,1000,Active
ELV00308,HE-4200 Express,2024-10-07,100000032,PHL,Hospital,2000,Active
ELV00309,HE-3500 High-Speed,2022-01-12,100000000,SYD,Hotel,630,Active
ELV00310,HE-2800 Freight,2012-01-28,100000015,MEC,Hospital,1600,Active
ELV00311,HE-4200 Express,2022-08-30,100000014,PHL,Industrial,3000,Active
ELV00312,HE-2200 MRL,2016-11-08,100000014,CHN,Industrial,2000,Active
ELV00313,HE-2800 Freight,2014-08-06,100000014,LHR,Residential,800,Under Maintenance
ELV00314,HE-3000 Hospital-Grade,2017-10-29,100000019,SFO,Hotel,800,Active
ELV00315,HE-2000 Gearless,2018-03-03,100000001,SYD,Residential,450,Active
ELV00316,HE-1200 Compact,2026-03-30,100000019,CAN,Mixed-Use,800,Active
ELV00317,HE-2800 Freight,2016-07-16,100000008,MEC,Residential,450,Active
ELV00318,HE-3000 Hospital-Grade,2022-06-02,100000001,GER,Hotel,630,Under Maintenance
